1888,1808,1889,1805,1889,1809,1888,1808,1888,1808,1889,1820,1888,1808,1890,1808,1887,1805,4095,0,4095,0,4095,0,4095,1820,1293,4095,137,4095,91,4095,1888,1808,4095,0,4095,0,4095,0,4095,0,2261,2773,1552,4095,976,4095,1890,4095,4095,0,4095,0,4095,0,1890,1808,0,4095,0,4095,1890,1809,4095,0,4095,0,3150,1809,1262,4095,295,4095,465,4095,1886,1808,1889,1809,1890,1808,1887,1808,1891,1808,1891,1808,1897,1808,1890,1808,1886,1810,1890,1808,1889,1808,1891,1808
1889,1808,1888,1823,1889,1808,1889,1808,1888,1808,1889,1808,1889,1806,1889,1808,1888,996,1889,0,1892,0,3211,0,1889,4095,635,4095,425,4095,1886,3408,4095,0,4095,0,4095,0,1887,1936,1323,4095,2521,2221,4095,0,4095,0,4095,16,1887,1809,624,4095,600,4095,2751,4095,4095,301,4095,0,4095,0,1889,3122,285,4095,268,4095,1886,2833,1890,1821,1891,1830,1890,1807,1887,1811,1888,1814,1891,1808,1887,1808,1887,1808,1889,1808,1886,1807,1887,1810,1887,1808,1886,1808,1888,1808
1893,1809,1916,1808,1889,1808,1889,1809,1887,1808,1894,1808,1891,1674,3034,0,2998,0,3014,0,1883,3771,1872,4095,1891,4095,1887,1808,4095,0,4095,0,1887,3218,1874,4095,1889,4095,2659,0,3471,0,2651,1311,1208,4095,384,4095,310,4095,3641,1808,4095,0,4095,0,1887,1807,1520,4095,1163,4095,1888,2873,4095,0,4095,0,4095,0,1887,1808,1888,1808,1887,1808,1887,1809,1889,1809,1891,1810,1889,1809,1890,1808,1888,1808,1891,1808,1889,1808,1889,1811,1886,1808,1889,1813,1885,1808
1890,1808,1888,1821,1885,1818,1887,1803,1883,1810,1893,1807,3039,0,4095,0,4095,0,1890,1808,1071,4095,976,4095,1889,1808,4095,0,4095,0,1884,3482,1456,4095,1887,2811,4095,0,4095,0,1889,1808,1477,4095,1193,4095,1885,1808,4095,0,4095,0,1889,3270,1397,4095,1886,2269,1891,1808,1888,1808,1888,1808,1890,1808,1889,1808,1887,1809,1890,1809,1887,1808,1886,1809,1886,1808,1890,1808,1887,1815,1887,1808,1887,1808,1888,1809,1889,1808,1888,1808,1889,1808,1889,1808,1888,1808,1889,1808
1886,1808,1889,1808,1889,1810,1890,1808,1887,1808,1890,1808,1886,1808,1889,1807,1957,0,2207,0,2481,265,1889,4095,443,4095,351,4095,1893,1811,4095,0,4095,0,2711,1808,732,4095,675,4095,3084,1286,4095,0,4095,0,1888,2672,1642,4095,2554,1808,4095,0,4095,0,1903,2976,1200,4095,1894,4095,1887,1808,1897,1808,1883,1808,1889,1808,1883,1808,1890,1808,1889,1808,1874,1808,1888,1808,1889,1809,1887,1808,1887,1808,1903,1808,1881,1808,1890,1808,1887,1808,1886,1808,1888,1808,1889,1809
1887,1808,1887,1808,1889,1808,1887,1808,1887,1809,1888,1808,1887,1809,1889,789,208,0,0,0,256,0,4095,341,4095,1245,1887,752,0,1669,0,1808,4095,2899,4095,4095,0,2949,2958,4095,4095,4095,1891,4095,0,4095,0,4095,2076,4095,2074,4095,1890,4095,1889,4095,1886,4095,1888,1808,1889,1808,1887,1809,1887,1808,1890,1808,1890,1807,1888,1821,1887,1808,1887,1805,1887,1795,1889,1809,1887,1805,1889,1808,1889,1808,1889,1808,1890,1809,1891,1805,1889,1805,1889,1810,1888,1808,1907,1808
1889,1808,1895,1809,1885,1808,1888,1808,1889,1808,1887,1808,2544,249,4095,0,4095,0,4095,0,0,0,0,147,0,142,4095,0,4095,37,4095,592,0,1808,0,2249,1889,4095,2861,4095,4095,4095,0,4095,784,4095,3374,4095,1884,4095,0,2155,1888,1808,1887,1808,1886,1808,1890,1808,1884,1809,1888,1808,1887,1808,1888,1807,1886,1805,1887,1808,1887,1808,1888,1808,1888,1808,1889,1808,1889,1808,1886,1807,1887,1809,1890,1809,1888,1808,1887,1808,1889,1808,1886,1808,1887,1808,1888,1807
1890,1809,1891,1825,1889,1808,1889,1810,1904,1804,1901,1808,1890,1808,1891,1808,67,0,82,0,73,0,1861,0,4095,0,4095,656,2775,96,0,1809,0,1808,4095,4018,4095,4095,1888,2179,0,2145,334,3665,4095,4095,4095,4095,1887,4095,0,4095,0,4095,0,4095,0,4095,1889,1808,1886,1808,1890,1808,1889,1808,1889,1808,1887,1808,1887,1808,1887,1808,1887,1808,1888,1809,1887,1808,1890,1808,1888,1810,1887,1808,1889,1808,1889,1808,1889,1808,1888,1808,1889,1806,1885,1799,1888,1811
1884,1809,1887,1808,1887,1806,1887,1807,1891,1813,1887,1803,1889,1809,1889,1807,510,0,320,0,455,0,2673,0,4095,0,4095,111,0,0,0,0,4095,1808,4095,1801,1886,2057,0,2943,0,4095,4095,4095,1889,1808,1886,1808,1887,1808,1886,1808,1889,1808,1890,1808,3717,3913,3961,4095,1890,4095,0,4095,0,4095,0,2385,4095,2219,4095,2352,1886,1621,1889,1807,1894,1808,1887,1810,1890,1808,1888,1808,1888,1809,1888,1808,1887,1808,1889,1808,1888,1809,1889,1808,1887,1808,1887,1808
1890,1808,1891,1808,1891,1808,1888,1808,1887,1808,1888,1808,1889,1330,1379,0,1775,0,1889,0,4095,0,4095,421,4095,0,626,0,112,0,4095,1023,4095,1811,4095,3606,1782,2153,0,2454,4095,4095,4095,4095,4095,4095,1898,4095,1889,4095,1889,4095,1889,4095,4095,4095,4095,4095,4095,4095,0,4095,0,1834,4095,1807,4095,1815,3301,931,1889,1808,1891,1808,1891,1808,1893,1808,1891,1808,1887,1808,1889,1808,1885,1809,1890,1808,1889,1810,1891,1808,1886,1808,1887,1808,1885,1808,1890,1808
